id,creation_date,firstname,lastname,country,email,address,gender,age_group,canal,last_activity_date,churn
6b45904b-cece-4571-adce-bca8dba05baf,10-17-2021 00:00:00,Briana,Matthews,USA,stacy42@taylor.info,"153 Parks Camp Suite 964
Brittanyport, SC 71000",1,5,MOBILE,06-08-2023 15:28:13,true
8a9a3bf2-e2fc-40a8-bfc7-4ccfa74ec602,09-30-2021 00:00:00,Maria,Rivas,SPAIN,sandovalangela@butler.com,"Unit 4127 Box 4590
DPO AP 61040",1,2,PHONE,06-07-2023 07:56:49,true
8b8c5c8f-bd86-4826-af9b-f10c5f6d8ca9,11-01-2021 00:00:00,Duane,Thomas,USA,jenny25@jackson.biz,"096 Strickland Bridge
Eileenland, OR 27559",0,8,WEBAPP,06-08-2023 21:08:17,false
c6de6b56-e46e-4968-8111-21161dc3d023,11-11-2021 00:00:00,Kristy,Tyler,USA,morrisbrian@jennings.com,"8118 Williams Mountain
Rodriguezland, FM 21337",1,5,PHONE,06-08-2023 14:41:48,true
f914bd35-115b-4d6e-89f9-26673e20c121,10-19-2021 00:00:00,Theresa,Daugherty,FR,richardoconnor@garcia.com,"549 Lang Common
West David, SC 21476",1,7,PHONE,06-01-2023 10:42:53,false
f298f32f-9f45-4396-8b44-393ad4a80e19,11-07-2021 00:00:00,Amy,Daniels,USA,joyce32@perkins.com,"48381 Parker Valley Suite 586
South Michelle, MH 30937",1,4,WEBAPP,06-07-2023 10:15:30,false
5d2faca4-b09a-42fa-8572-2510663da77b,11-10-2021 00:00:00,Crystal,Mccoy,FR,brian86@jennings.biz,"01485 Alyssa Squares
Arnoldview, OH 79392",0,7,MOBILE,06-02-2023 15:49:42,false
bf7ae03d-01dd-4e83-843d-e878f06d9f12,10-18-2021 00:00:00,Eric,Hernandez,USA,brookslori@shaw.com,"635 Amber Drive
North Danieltown, MP 54068",0,1,WEBAPP,06-05-2023 22:33:56,true
a5498bd9-bf7e-4e3b-81e4-6581919176cf,11-05-2021 00:00:00,Mark,Nguyen,FR,johnsonandrew@mcdowell.com,"PSC 7102, Box 6869
APO AA 47569",0,2,WEBAPP,06-03-2023 04:09:52,true
260678c0-acd7-458c-9f35-d8adfd4e2e4d,10-27-2021 00:00:00,Marcus,Morris,FR,mjones@thomas.biz,"3042 Carol Manor
Garcialand, TN 42466",1,1,WEBAPP,06-06-2023 08:30:07,true
6a0f5aa8-2b7c-4583-8350-aa8e3a808473,11-06-2021 00:00:00,Amanda,Herrera,SPAIN,orussell@martin.com,"26029 Riggs Terrace Apt. 681
Micheleville, OR 76621",1,9,WEBAPP,06-03-2023 00:34:13,false
5c0721ba-7736-445d-a1e6-75439c1892ea,11-10-2021 00:00:00,Joseph,Adams,SPAIN,xgalvan@smith.com,"15842 Vanessa Fall
Port Allisonborough, ID 15234",1,6,WEBAPP,06-09-2023 10:11:15,false
5e2c9229-3a0a-436e-88b1-87e8dd98efa3,11-01-2021 00:00:00,Aaron,Smith,FR,matthewwhite@fox.com,"PSC 5633, Box 7217
APO AP 72279",1,2,WEBAPP,06-02-2023 22:36:41,true
dac4afcb-adc7-4c52-a814-dc71105907d2,10-22-2021 00:00:00,Elizabeth,Ortega,FR,marshstacy@serrano.info,"58280 Brittany Terrace Apt. 046
Lake Pamelatown, PA 72400",0,6,PHONE,06-08-2023 08:04:54,true
70139dd5-5b62-4351-9a59-9415acf882b0,10-23-2021 00:00:00,Lauren,Lindsey,SPAIN,bradleylee@weeks.com,"Unit 3324 Box 2272
DPO AA 31600",1,8,PHONE,06-06-2023 05:17:38,true
64dfb250-83c5-4890-a58d-450963d43f56,10-20-2021 00:00:00,Jennifer,Le,FR,espinozaronnie@perry.info,"87277 Ronald Walk Apt. 422
South Jessicamouth, MA 84234",0,9,PHONE,06-01-2023 23:26:08,true
85c43d1a-282d-43dc-b4e2-980cbc55d2c9,11-13-2021 00:00:00,Lynn,Carson,USA,stevenlewis@crawford.com,"20169 Braun Freeway
South Brian, SD 21607",1,7,PHONE,06-07-2023 16:13:11,true
e7052bd1-e09c-4851-9eea-4982b8edfced,11-07-2021 00:00:00,Jamie,Harris,SPAIN,hamiltonleah@howe-morrow.info,"290 Linda Brooks Suite 425
Pamelaton, SC 08907",1,0,WEBAPP,06-01-2023 23:16:54,false
2abc9a54-7819-42f2-aefc-7a9069b996ff,10-22-2021 00:00:00,Alex,Smith,FR,harrisnicole@erickson.com,"6466 Cook Falls
North Patricia, FL 81219",1,5,WEBAPP,06-08-2023 15:24:19,false
e21f0bf0-805d-455e-ac17-0897cffa46e3,10-19-2021 00:00:00,Lauren,Yates,FR,briggsdavid@powell.com,"980 Garrett Union Suite 566
Lake Anthonystad, NV 26152",0,0,PHONE,06-05-2023 06:09:56,false
b01049ef-c1ad-4a07-a894-5d2bcfadee95,11-02-2021 00:00:00,David,Anderson,FR,jburke@garza-cruz.org,"66475 Norma Island Apt. 113
Jessicahaven, MH 19301",1,6,WEBAPP,06-06-2023 00:50:01,true
3bb439e0-3de9-47c5-ab5e-c6cb30c89034,10-28-2021 00:00:00,Patrick,Reyes,USA,matthew23@mccall.org,"60384 Curry Wells
Edwardsville, TN 76894",0,1,WEBAPP,06-04-2023 19:57:29,false
6100bf11-5d4d-461c-b1ce-94b425332b57,12-16-2021 00:00:00,Carrie,Morrison,FR,philip29@bailey.com,"0565 Timothy Row
Benjaminland, PA 52564",1,0,MOBILE,06-09-2023 14:26:07,true
8b9c5537-973a-4ebb-89e2-0302becfa2d0,11-24-2021 00:00:00,William,Hunter,USA,kimberlyrobinson@hamilton-mcdonald.info,"6375 Leroy River
Paigechester, PR 82909",1,7,WEBAPP,06-05-2023 16:03:11,false
c130ba50-f73c-4220-b0ce-0aafe92e4a47,12-03-2021 00:00:00,Kristine,Clarke,SPAIN,lindseykoch@anderson-zavala.info,"3787 Glenn Place
West Timothyhaven, FL 66256",0,0,PHONE,06-05-2023 01:11:31,true
38b9fe5b-2ebf-4dbd-84a8-126432656088,11-26-2021 00:00:00,Natalie,Johns,FR,cindy76@jones.com,"22057 Dennis Port Suite 620
Lake Michael, AK 44086",1,7,PHONE,06-08-2023 10:58:09,true
081ba50f-d454-4814-91c0-0ce521c2854a,12-13-2021 00:00:00,Justin,Mitchell,FR,jennifer44@ayers.org,"346 Henry Branch Apt. 387
North Michaelstad, MI 52471",1,4,WEBAPP,06-05-2023 18:24:12,false
d3a13268-375f-4738-9e85-2a998a677b11,12-15-2021 00:00:00,Cynthia,Schultz,SPAIN,ruizheather@wyatt.com,"89000 Graham Vista
East Crystalhaven, WY 05391",1,2,MOBILE,06-03-2023 05:13:11,true
5e8d9818-e52c-4d2c-aa85-8afdc2a46575,11-26-2021 00:00:00,Kathryn,Duran,USA,ashley63@smith-jones.com,"0823 Jacob Shoals
Caldwellmouth, UT 23259",1,6,PHONE,06-06-2023 04:36:55,true
c618a9fb-de13-4982-89da-5b603c2d6006,11-24-2021 00:00:00,William,Hunter,USA,kimberlyrobinson@hamilton-mcdonald.info,"6375 Leroy River
Paigechester, PR 82909",1,7,WEBAPP,06-05-2023 16:03:11,true
022afb54-0854-46c2-adf2-8e4d96185ca9,12-06-2021 00:00:00,Denise,Pearson,FR,meganbrady@brown.com,"358 Fleming Prairie
East Amandashire, AL 29981",1,5,MOBILE,06-07-2023 13:57:22,false
832198ae-6b1b-4000-a878-e8c15f0b5bd2,12-07-2021 00:00:00,Andrea,Pierce,USA,jmitchell@wood-peterson.com,"8302 Anderson Throughway
Sandrabury, AK 20618",0,10,MOBILE,06-09-2023 17:08:30,true
415d7ea0-e8bc-4f0a-862e-068f8dbbf6a1,12-03-2021 00:00:00,Kristine,Clarke,FR,lindseykoch@anderson-zavala.info,"3787 Glenn Place
West Timothyhaven, FL 66256",1,5,PHONE,06-05-2023 01:11:31,true
314f7a6f-74f9-447d-8d5e-d579ae64d5b8,11-24-2021 00:00:00,Victoria,Braun,FR,ygibson@singh.biz,"47042 Kelley Trail
New Yolandachester, OH 22506",1,6,null,06-02-2023 17:50:38,false
be2bb428-eb2e-4e56-ad66-8d86c5209a3e,11-20-2021 00:00:00,David,Martinez,FR,williamschristopher@johnson.com,"4155 Donald Ways
Martinezville, NY 08637",0,1,WEBAPP,06-05-2023 13:05:03,true
e4039764-82f1-4099-bbd3-c65bf3f0fac2,12-14-2021 00:00:00,Evan,Martin,USA,cbrown@salazar-russo.com,"20891 James Walks
North Marvinberg, NM 79594",1,3,WEBAPP,06-08-2023 15:07:41,true
e0aa94b6-d518-41bd-a145-94375a84ba60,11-25-2021 00:00:00,Crystal,Soto,SPAIN,rjames@smith.biz,"99833 Williams Lodge
East Tasha, IN 21899",1,4,MOBILE,06-07-2023 22:14:38,false
450cbb4a-daf9-4083-9836-4ba60359b076,11-22-2021 00:00:00,Christopher,Davis,FR,gomezleslie@castro-lin.com,"52926 Laura Ridge Apt. 397
West Deborahbury, AR 69492",1,10,WEBAPP,06-09-2023 15:22:33,true
1cac62bb-ee41-48e4-97f5-f5171b0ee6bf,12-03-2021 00:00:00,Christopher,Miller,USA,davidfleming@flynn.com,"92883 Aaron Port Suite 212
New Heather, NJ 19592",1,7,WEBAPP,06-08-2023 00:59:13,true
a42edaaf-0b48-41d5-832e-9d6648853a32,12-04-2021 00:00:00,Dana,Walsh,USA,veronica63@cardenas.com,"Unit 4287 Box 8773
DPO AE 21291",1,5,MOBILE,06-04-2023 13:00:52,true
e0d12cc6-3cde-4dcb-9240-8ed94eef9274,12-09-2021 00:00:00,Russell,Jordan,SPAIN,veronica79@ryan.biz,"283 John Creek Suite 938
Amberchester, LA 59056",1,7,WEBAPP,06-08-2023 14:21:29,false
53366622-0b41-4f69-b7f9-4bcaf8556fab,11-30-2021 00:00:00,Carla,Harper,FR,traceyhoward@zhang-gutierrez.org,"3583 Green Squares
Port Jameshaven, MO 58447",1,8,MOBILE,06-04-2023 21:36:07,true
bfd64162-9978-4180-8fe9-5e4cdefe25ea,01-03-2022 00:00:00,Meghan,Mathis,FR,xjimenez@gibson.com,"2104 Glass Shoals
Santosport, PA 50841",1,10,PHONE,06-07-2023 18:38:36,true
5f4057bb-13ae-4de7-8aa2-fa7c0c1a69bc,12-23-2021 00:00:00,Brandon,Williams,USA,raymondwagner@stout.net,"4828 Francis Trafficway
Sharonmouth, TX 71379",1,6,WEBAPP,06-08-2023 15:17:10,true
b72256d6-2c89-42db-8922-9027a8d684c3,01-01-2022 00:00:00,Miguel,Wood,USA,pbrown@blanchard-mckenzie.net,"30578 Danielle Wall
Robertstad, CO 06154",1,7,WEBAPP,06-02-2023 14:59:28,true
ddb58b32-1527-464d-9775-e2ae428aa612,12-28-2021 00:00:00,Cathy,Franklin,USA,burnscorey@novak-scott.biz,"262 Perez Underpass
East Katherine, AK 79551",1,4,MOBILE,06-04-2023 06:18:08,true
08e36798-717b-49e2-a65c-776c0947d79f,12-20-2021 00:00:00,Michael,Kelly,SPAIN,youngdaniel@lambert.com,"339 Laura Roads
Mahoneychester, MI 91816",1,5,WEBAPP,06-08-2023 07:24:43,true
733dd565-77a4-4a02-9d4c-32669787fc4c,01-02-2022 00:00:00,William,Romero,USA,rriggs@armstrong.org,"3501 Wright Ridge Suite 542
Johnsonside, MP 03305",1,0,WEBAPP,06-08-2023 19:56:16,true
481afc54-cb40-4116-b8ab-dbf26bff33ab,01-02-2022 00:00:00,Tracy,Burns,FR,amymartin@simmons-gomez.info,"USS Gibson
FPO AP 50611",1,3,WEBAPP,06-07-2023 01:55:46,false
e629c7ee-a368-429d-9414-0b0143737081,12-24-2021 00:00:00,Andrea,Arnold,USA,vasquezcynthia@simmons.com,"0568 Karen Fields
Codyfurt, FL 58814",0,4,MOBILE,06-08-2023 19:19:42,true
44bd19f4-0b63-47b7-83e7-d47694df3f87,01-14-2022 00:00:00,Cynthia,Schultz,SPAIN,ruizheather@wyatt.com,"89000 Graham Vista
East Crystalhaven, WY 05391",1,1,MOBILE,06-03-2023 05:13:11,false
d9df0f1a-1ab1-4943-81cd-a7632be59cda,01-09-2022 00:00:00,Melissa,Phelps,SPAIN,ojones@morales.com,"Unit 6887 Box 2892
DPO AE 33367",1,7,PHONE,06-08-2023 05:21:19,false
960f0a25-10b6-40d4-8f6f-9408b010115e,01-14-2022 00:00:00,Cynthia,Schultz,SPAIN,ruizheather@wyatt.com,"89000 Graham Vista
East Crystalhaven, WY 05391",1,4,MOBILE,06-03-2023 05:13:11,true
65455415-c5aa-473d-8074-7c39a5f710f4,12-25-2021 00:00:00,Hunter,White,SPAIN,wardjohnny@howard-lee.com,"5773 Dan Divide Apt. 436
Charlesfurt, NH 80840",0,8,WEBAPP,06-06-2023 10:11:02,true
347a4642-dfbe-4238-8d48-169ecd20592d,01-15-2022 00:00:00,Andrew,Johnson,SPAIN,acostanicholas@rivas.com,"2452 Karen Loop
Port Sandraborough, NJ 39609",0,7,WEBAPP,06-07-2023 16:51:30,true
9bc39dba-add0-4ab5-8549-6e68ea99d80e,12-17-2021 00:00:00,Jacob,Lopez,FR,heatherbarnett@johnson.com,"978 Smith Club
West Williamton, AL 30130",1,5,WEBAPP,06-05-2023 14:16:11,false
991eec3c-5ef2-4f19-bc33-5b53eb055256,01-14-2022 00:00:00,Elizabeth,Wade,FR,jason73@randolph-delacruz.com,"560 Tara Fork
West Kelli, VI 55525",0,8,PHONE,06-07-2023 15:39:08,false
89f566cb-1ed3-4d4c-a006-5c1692933f94,01-04-2022 00:00:00,Lisa,Briggs,USA,douglasjeanne@robinson.com,"0625 Henry Camp
West Andrew, NH 43439",0,4,PHONE,06-06-2023 16:42:33,true
6b402d49-119a-4d24-831e-18a779336314,12-31-2021 00:00:00,Christina,Mendez,FR,olivermegan@brown.com,"094 Andrew Spur
Molinamouth, IL 32936",0,7,MOBILE,06-06-2023 19:28:10,true
7601eab5-d97e-4bb8-9e3c-cb4a20f5f5dc,01-08-2022 00:00:00,Ashley,Hudson,SPAIN,richard55@johnson.com,"5780 Thompson Ferry Suite 615
New Theodorefort, AR 79839",1,1,MOBILE,06-04-2023 00:36:10,true
35867d0a-8a0f-44a5-b42e-bb84b912fc8e,12-21-2021 00:00:00,Amanda,Patel,USA,alexandermiller@bryant.com,"290 Angela Ford Apt. 432
Loganmouth, GA 94349",1,4,WEBAPP,06-07-2023 12:05:57,false
dca9cce5-4610-45cd-98b1-17f665128724,12-27-2021 00:00:00,Maria,Greer,SPAIN,santanaamy@smith-duran.biz,"7674 Sharon Island
North Madisonborough, MO 95835",1,7,PHONE,06-09-2023 17:51:53,false
ad3a77a1-d239-4e4a-9f85-4aecc534a1d4,12-16-2021 00:00:00,Joanna,Rodgers,FR,josecook@booker.com,"530 Lang Cliff
Reedtown, VT 72848",1,4,PHONE,06-01-2023 19:52:05,false
7a0f6e53-19cd-4bbb-b276-296d666aa68b,01-12-2022 00:00:00,Jennifer,Ball,USA,whitejennifer@walker.info,"0515 Jeffrey Hill
Port James, MO 79324",1,7,PHONE,06-09-2023 20:25:52,true
1b753ed0-8d83-47f5-8c81-53809980adbc,02-12-2022 00:00:00,Kyle,Parker,FR,gallegoslori@carrillo.biz,"22334 Stacey Valley Suite 296
Jasonland, WI 99608",1,6,WEBAPP,06-07-2023 22:45:56,true
53ea7aa0-9f2f-4820-9501-9a369bdae610,01-31-2022 00:00:00,Pamela,Beasley,FR,curtispham@thompson-wallace.com,"764 Smith Way
Lake Matthew, GA 65080",1,8,PHONE,06-09-2023 17:39:17,false
a87c66bf-acc0-4240-af3d-dbe1950899a6,02-13-2022 00:00:00,Rebecca,Conway,SPAIN,edavenport@lopez-richardson.org,"81872 Pearson Turnpike
Browntown, WI 24705",0,6,PHONE,06-09-2023 06:08:06,true
